"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1798098562330554661","Tue Jun 04 21:04:38 +0000 2024","1","MENERIMA JASA UNLOCK IMEI IPHONE/ANDROID (BERGARANSI) 3 BULAN PREMIUM 6 BULAN PREMIUM PERMANEN PREMIUM KEMENPERIN BEA CUKAI https://t.co/nRoAaLd6KF 100% AMANAH&amp; TERPERCAYA MINAT INBOX ALL OPERATOR #jastipimei #zonajajan #zonauang #zonaBU #imei #unlockimei https://t.co/mYKyl1isdh","1798098562330554661","https://pbs.twimg.com/media/GPQhHBmaQAAfVBx.jpg","","in","","0","0","0","https://x.com/jasaimeimurah51/status/1798098562330554661","1761236442817409024","jasaimeimurah51"
"1798098392025080093","Tue Jun 04 21:03:58 +0000 2024","0","MENERIMA JASA UNLOCK IMEI IPHONE/ANDROID (BERGARANSI) 3 BULAN PREMIUM 6 BULAN PREMIUM PERMANEN PREMIUM KEMENPERIN BEA CUKAI https://t.co/WImotX0VO5 100% AMANAH&amp; TERPERCAYA MINAT INBOX ALL OPERATOR #jastipimei #zonajajan #zonauang #zonaBU #imei #unlockimei https://t.co/ykk2oijJbx","1798098392025080093","https://pbs.twimg.com/media/GPQg88Pb0AAcQz5.jpg","","in","","0","0","0","https://x.com/Jasaimeimurah5/status/1798098392025080093","935385253996142593","Jasaimeimurah5"
"1798014292421451945","Tue Jun 04 20:43:26 +0000 2024","0","@halooriz wah iki mah bea cukai gak ngatasi","1798093223782756754","","halooriz","in","Kota Malang, Jawa Timur","0","0","0","https://x.com/pamunqks/status/1798093223782756754","436597374","pamunqks"
"1798063715616768264","Tue Jun 04 18:46:10 +0000 2024","2","Kalau ada yg . . . tidak bisa lihat org bahagia dan senang mempersulit hidup orang lain cocok kerja di sini https://t.co/NNX2v5MReN Prinsip skeptisme profesional aparat Bea Cukai bukan untuk mempersulit masyarakat.","1798063715616768264","","","in","","0","0","1","https://x.com/andrikosasih09/status/1798063715616768264","94587308","andrikosasih09"
"1798042890209525795","Tue Jun 04 17:28:02 +0000 2024","0","@CLEOPATCRYY Bea Cukai","1798044051620737402","","CLEOPATCRYY","in","Yogyakarta, Indonesia","0","1","0","https://x.com/overdosisburjo/status/1798044051620737402","1288179850495193095","overdosisburjo"
"1798043461419217021","Tue Jun 04 17:25:41 +0000 2024","0","ga kuat banget demi apapun baca ketahan di bea cukai","1798043461419217021","","","in","","0","0","0","https://x.com/eitamager/status/1798043461419217021","1637777965890297859","eitamager"
"1797973633056608268","Tue Jun 04 16:55:25 +0000 2024","5","@tempodotco Bea cukai selidiki juga ini basah pasti korupsi harus diberantas akar2 nya","1798035844420497464","","tempodotco","in","","0","0","0","https://x.com/Husna3161811692/status/1798035844420497464","1780764187528196096","Husna3161811692"
"1797582399230140541","Tue Jun 04 16:42:23 +0000 2024","0","@tapikangitudeh @valiisaa Aku setuju ya dengan birokrasi ini itu. Sedikit ribet gak masalah asal JELAS. Di kita tuh kadang ribetnya doang tapi GAK JELAS. Itu yang kadang bikin emosi. Kalo yg dr sender itu masih termasuk jelas dan gak ribet sebenernya sih. Coba kalo birokrasi bea cukai ","1798032563065483386","","tapikangitudeh","in","Antah Berantah","0","0","0","https://x.com/choco_ba_nana/status/1798032563065483386","94564524","choco_ba_nana"
"1798025688521556407","Tue Jun 04 16:38:33 +0000 2024","0","@clooween @ssefnum love yew 2500 (kepotong pajak bea cukai) sayang tidur nyang nyenyak malem ini cantik ️","1798031597184381190","","clooween","in","Serenata Isaura, 18.","0","0","0","https://x.com/sunkissour/status/1798031597184381190","834087082846978048","sunkissour"
"1798005726654439775","Tue Jun 04 16:25:14 +0000 2024","0","@cuuddlle Langsung ke beacukai","1798028245419626754","","cuuddlle","in","UGM","0","0","0","https://x.com/wayway2sexy/status/1798028245419626754","1562934617971126273","wayway2sexy"
"1798027582224671080","Tue Jun 04 16:22:35 +0000 2024","1","Di Persidangan Irwan Mussry Bantah Beri Rp 100 Juta ke Eks Kepala Bea Cukai DIY #newsupdate #update #news #text https://t.co/l9bAhnvrIT","1798027582224671080","","","in","","0","2","0","https://x.com/kumparan/status/1798027582224671080","759692754985242625","kumparan"
"1797994746390131173","Tue Jun 04 15:56:31 +0000 2024","35","@hrdbacot Bapak ini multi job ya. Sebagai Humas DJP. Tukang cebok Bea Cukai. Sekarang jadi Humas IKN. Bonus akhir tahunnya pasti banyak nih","1798021020710002902","","hrdbacot","in","","0","0","4","https://x.com/inminix88/status/1798021020710002902","11409602","inminix88"
"1797969819616309525","Tue Jun 04 15:52:00 +0000 2024","1","@gilabola_ina kena bea cukai gak??","1798019884301045996","","gilabola_ina","in","","0","0","0","https://x.com/martinstfn17/status/1798019884301045996","1477081275320074244","martinstfn17"
"1797995739785855449","Tue Jun 04 15:48:38 +0000 2024","0","@herllynnnn Masih di bea cukai sabar","1798019036351217728","","herllynnnn","in","Bali","0","0","0","https://x.com/Randy2999/status/1798019036351217728","1586753474766651392","Randy2999"
"1798017360869347622","Tue Jun 04 15:41:59 +0000 2024","0","guys yg suka bolak balik keluar negri itu bea cukai udh apus2in peraturan yg maksimal brp lah barang2nya itu?? pls help me tiaa","1798017360869347622","","","in","homophobic dni","0","0","0","https://x.com/0206hcmk/status/1798017360869347622","1757038748066545664","0206hcmk"
"1797973775780323754","Tue Jun 04 12:48:47 +0000 2024","0","Kok bisa ga ke tahan beacukai?","1797973775780323754","","","in","Indonesia","0","0","0","https://x.com/Figho_20/status/1797973775780323754","2414993822","Figho_20"
"1797568935791087679","Tue Jun 04 12:44:50 +0000 2024","0","@Heraloebss *harga mulai 5 8 juta Bea Cukai: https://t.co/DuqormvvxQ","1797972781709344969","https://pbs.twimg.com/tweet_video_thumb/GPOutIJbAAAsvcc.jpg","Heraloebss","in","","0","0","0","https://x.com/Totenkopf281/status/1797972781709344969","1645753734092443649","Totenkopf281"
"1797971507865584104","Tue Jun 04 12:39:46 +0000 2024","0","Bea Cukai Aceh Gagalkan Penyelundupan 15 Juta Batang Rokok Ilegal di Perairan Aceh https://t.co/D029MyrnFk","1797971507865584104","","","in","","0","0","0","https://x.com/Bithe_co/status/1797971507865584104","1510130313862979584","Bithe_co"
"1797885992474755516","Tue Jun 04 12:37:32 +0000 2024","0","@ladsgusangan kena bea cukai","1797970943689847270","","ladsgusangan","in","#2024pindahKantor","0","1","0","https://x.com/intan_jeanie/status/1797970943689847270","209421057","intan_jeanie"
"1797505133347209520","Tue Jun 04 12:22:45 +0000 2024","0","@kompascom Yah beginilah isinya pemerintahan dpr beacukai dan pemerintahan lainnya. Moga masuk neraka sekalian","1797967222843040161","","kompascom","in","","0","0","0","https://x.com/lo_ckhart/status/1797967222843040161","1603330215819628544","lo_ckhart"
"1797966422599180591","Tue Jun 04 12:19:34 +0000 2024","0","Kerja dipalak Jokowi... Belanja dipalak tkg parkir... Berusaha dipalak ormas... Jalan2 dipalak Bea cukai... Dirumah dipalak istri... Aku orang berduit yang dermawan berarti Sampai2 Jokowi ikut malak aku ","1797966422599180591","","","in","P Brandan","0","0","1","https://x.com/Marnischaniago2/status/1797966422599180591","1632044178262888458","Marnischaniago2"
"1795007640214409513","Tue Jun 04 12:19:15 +0000 2024","0","@brownsugaaar06 Wih dia kerja di ssb yg ada di stadion bea cukai wkwk","1797966344488665428","","brownsugaaar06","in","DKI JAKARTA","0","0","0","https://x.com/halimin98/status/1797966344488665428","1160459371","halimin98"
"1797960870821274051","Tue Jun 04 11:57:30 +0000 2024","0","Petugas Bea Cukai sita paspor karena tak mau bayar pajak penumpang tinggalkan tas LV dan paspor: Rugi Rp16 juta tidak.... https://t.co/CV2JnCfwcy","1797960870821274051","","","in","Indonesia","0","0","0","https://x.com/CheGuevaraLov/status/1797960870821274051","2157131720","CheGuevaraLov"
"1797892965144404252","Tue Jun 04 11:57:24 +0000 2024","0","@jallang_ @prastow @beacukaiRI Permasalahan ibuk itu ada dilogistik. Ga ada sangkut pautnya sama bea cukai. Kalo ngirim bijian ya mahal buk freightnya kalo murah ya ngirim 1 ton","1797960843822567906","","jallang_","in","Surakarta, Jawa Tengah","0","1","0","https://x.com/asetpublik/status/1797960843822567906","1017730923784122368","asetpublik"
"1797959824875065533","Tue Jun 04 11:53:21 +0000 2024","0","kok aneh sih... apa hubungannya warna paspor dengan status negara maju? Status negara maju itu apa2 nggak ribet. Sekarang beli di AliExpress aja gak bisa gara2 aturan bea cukai. Gila!","1797959824875065533","","","in","ÜT: -6.9,107.6","0","0","0","https://x.com/estananto/status/1797959824875065533","94292914","estananto"
"1797951976166367520","Tue Jun 04 11:22:10 +0000 2024","0","Kepala Kantor Wilayah Bea Cukai Jawa Timur I Untung Basuki menghadiri undangan sekaligus sebagai narasumber dalam Forum Group Discussion di ruang rapat Dr. Moerpati Kantor Sekretariat Daerah Provinsi Jawa Timur. selengkapnya di : https://t.co/jnbC4he7HC #kemenkeuri #beacukai https://t.co/lxrA69MKYg","1797951976166367520","https://pbs.twimg.com/media/GPObmV4a0AAAjv7.jpg","","in","Jl.  Raya Bandara Juanda No.39","0","0","0","https://x.com/beacukaijatim1/status/1797951976166367520","1232920719131955202","beacukaijatim1"
"1797951466201817365","Tue Jun 04 11:20:08 +0000 2024","3","jasa unblock imei /kemenperin/ beacukai yang murah meriah #zonauang #zonabu #zonajajan #unblockimei #imei","1797951466201817365","","","in","","0","15","0","https://x.com/kibidop/status/1797951466201817365","1513197723423416322","kibidop"
"1795432269609685161","Tue Jun 04 11:18:36 +0000 2024","0","@hyunjininsane Halo kakk kebetulan aku lagi open slot unblock imei beacukai keberangktan 27-29 juli dari bandara juanda sby ke kuala lumpur. beacukai pasti permanen yaa boleh tanya tanya dulu kak cek testi di pin buanyakk ","1797951081202491669","","hyunjininsane","in","Kota Surabaya, Jawa Timur","0","0","0","https://x.com/cewebucin3/status/1797951081202491669","1386963260440678408","cewebucin3"
"1795432971455090986","Tue Jun 04 11:18:28 +0000 2024","0","@pejuangmaxwin Halo kakk kebetulan aku lagi open slot unblock imei beacukai keberangktan 27-29 juli dari bandara juanda sby ke kuala lumpur. beacukai pasti permanen yaa boleh tanya tanya dulu kak cek testi di pin buanyakk ","1797951045286629468","","pejuangmaxwin","in","Kota Surabaya, Jawa Timur","0","0","0","https://x.com/cewebucin3/status/1797951045286629468","1386963260440678408","cewebucin3"
"1797948739442868422","Tue Jun 04 11:13:15 +0000 2024","0","@Samoysal @NewJeans_twt takut bea cukai kak","1797949732599529866","","Samoysal","in","+62","0","1","0","https://x.com/senjatakunyir/status/1797949732599529866","1180368946286882816","senjatakunyir"
"1797938321328615517","Tue Jun 04 11:11:24 +0000 2024","0","@davinalvian2 @bankmandiri Wah bea cukai nih moga aja ya bisa meningkatkan ekspor pertanian","1797949267933564998","","davinalvian2","in","Indralaya, Indonesia","0","0","0","https://x.com/Chogantz/status/1797949267933564998","1621659177415483392","Chogantz"
"1797938321328615517","Tue Jun 04 11:01:39 +0000 2024","0","@davinalvian2 @bankmandiri Kolaborasi yang apik dari bank mandiri dan bea cukai","1797946815314383241","","davinalvian2","in","Central Java, Indonesia","0","0","0","https://x.com/bili_ivana/status/1797946815314383241","1750702193421041664","bili_ivana"
"1797873240163184896","Tue Jun 04 11:01:26 +0000 2024","0","@skittleiz bea cukai siapanya beabadoobee","1797946759072841948","","skittleiz","in","16","0","0","0","https://x.com/ikeoudo/status/1797946759072841948","1416669247955111939","ikeoudo"
"1797943526157869377","Tue Jun 04 10:48:35 +0000 2024","0","Perkuat Sinergitas dengan Mitra Bea Cukai DIY Gelar Bejo Award 2024 https://t.co/iKJ6AWTwHk #beritajogja #jogja #jogjaistimewa https://t.co/YeV9qEM4RB","1797943526157869377","https://pbs.twimg.com/media/GPOUG_0aYAArIVr.jpg","","in","Yogyakarta, Indonesia","0","0","0","https://x.com/Harian_Jogja/status/1797943526157869377","118371948","Harian_Jogja"
"1797943152026018271","Tue Jun 04 10:47:06 +0000 2024","1","Cegah masuk dan beredarnya rokok ilegal di wilayah Magelang Purworejo dan Wonosobo Bea Cukai jalin koordinasi dan kerja sama dengan pemerintah daera... https://t.co/sxXwyZ7MGc","1797943152026018271","","","in","","0","1","0","https://x.com/inilahdotcom/status/1797943152026018271","46693036","inilahdotcom"
"1797942746482934007","Tue Jun 04 10:45:29 +0000 2024","1","JASA UNBLOCK IMEI (3 BULAN: 250.000) (KEMENPERIN:750.000) (BEACUKAI:900.000) PENGERJAAN SANGAT FATS DAN BERGARANSI https://t.co/EA5iMQJukC #jastipimei #unblockimei #unblokimei #unlockimei #imeibeacukai #beacukai #zonauang #Zonajajan https://t.co/wmHdazXJOK","1797942746482934007","https://pbs.twimg.com/media/GPOTZhGawAAqZZ_.jpg","","in","Jakarta Timur, DKI Jakarta","0","0","1","https://x.com/klxesi/status/1797942746482934007","4368715993","klxesi"
"1797942681404166316","Tue Jun 04 10:45:14 +0000 2024","0","Tahun 2017 gue pernah kirim barang dari Korea ke Indo kalau dulu tuh barang seharga $50 ga kena pajak. Nah mau tanya sekarang 2024 aturan nominal berapa ya biar ga kena pajak bea cukai? terus kalau mau kirim taroh kwitansi beli di dalem paketnya aja kan https://t.co/bpmGYfUadV","1797942681404166316","https://pbs.twimg.com/media/GPOTVt1acAAwmDZ.jpg","","in","Indonesia","0","0","0","https://x.com/tanyarlfes/status/1797942681404166316","1371650588","tanyarlfes"
"1795979393413620137","Tue Jun 04 10:40:55 +0000 2024","0","@noturbabee94250 Dm ajaa kaa tipe sama kapasitas hapenyaa","1797941595456897221","","noturbabee94250","in","Kota Surabaya, Jawa Timur","0","0","0","https://x.com/cewebucin3/status/1797941595456897221","1386963260440678408","cewebucin3"
"1797939234348949768","Tue Jun 04 10:31:32 +0000 2024","0","Suami Maia Estianty Bantah Beri Rp100 Juta ke Eks Kepala Bea Cukai DIY https://t.co/y2pG3yoL2L","1797939234348949768","","","in","","0","0","1","https://x.com/CNNIndonesia/status/1797939234348949768","17128975","CNNIndonesia"
"1797937121950572678","Tue Jun 04 10:25:32 +0000 2024","1","From bea cukai to tapera https://t.co/nDtOGUjs1x","1797937725527724427","https://pbs.twimg.com/media/GPOO1H-b0AAuE-z.jpg","hypermatrxx","in","21+ • she/they","0","1","0","https://x.com/hypermatrxx/status/1797937725527724427","1325701215603228676","hypermatrxx"
"1797937702316523545","Tue Jun 04 10:25:26 +0000 2024","1","JASA UNBLOCK IMEI DONE BUAT PAKET 3 BULAN (3 BULAN: 250.000) (KEMENPERIN:750.000) (BEACUKAI:900.000) PENGERJAAN SANGAT FATS DAN BERGARANSI ORDER NOW⬇️⬇️ https://t.co/P7iLIrLgrT #zonauang #ZonaBA #Zonajajan #unblockimei #unlockimei #imei #iphone #iphone15 #zonabu #hpinter https://t.co/S4lN28RzXf","1797937702316523545","https://pbs.twimg.com/media/GPOOzr7akAAtpNd.jpg","","in","","0","0","0","https://x.com/UNBLCK_IMEI/status/1797937702316523545","1783188753894551554","UNBLCK_IMEI"
"1797876429985829349","Tue Jun 04 10:14:19 +0000 2024","0","@msaid_didu Cc dirjen pajak CC beacukai cc tapera","1797934902228435354","","msaid_didu","in","","0","0","0","https://x.com/BangsatBangsa/status/1797934902228435354","4187802148","BangsatBangsa"
"1797932176450929034","Tue Jun 04 10:03:29 +0000 2024","0","U pikir aja sendiri ya beacukai babi Smoga smua petugasnya sembelit terus tiap hari tapi ga bisa berak Amin! https://t.co/6lYCH3RZQD","1797932176450929034","https://pbs.twimg.com/media/GPOJx2XbUAAST8x.jpg","","in","","0","2","0","https://x.com/jungsuwink/status/1797932176450929034","1762677572956270592","jungsuwink"
"1797174375600591209","Tue Jun 04 10:03:20 +0000 2024","0","@pakailahmasker bisa aja ibu beacukai️","1797932137435578679","","pakailahmasker","in","","0","0","0","https://x.com/indriislmt/status/1797932137435578679","1229288958602797056","indriislmt"
"1797931877766205874","Tue Jun 04 10:02:18 +0000 2024","2","Suami Maia Estianty Bantah Beri Rp100 Juta ke Eks Kepala Bea Cukai DIY https://t.co/2Hmrf0XBab","1797931877766205874","","","in","","0","0","0","https://x.com/CNNIndonesia/status/1797931877766205874","17128975","CNNIndonesia"
"1797931848103817639","Tue Jun 04 10:02:11 +0000 2024","0","Audit Kepabeanan Menurut UU Kepabeanan dan Peraturan Menteri Keuangan https://t.co/hHN9W8Fi2s #beacukai #djbc #customs #customspedia","1797931848103817639","","","in","Jakarta Timur, DKI Jakarta","0","0","0","https://x.com/customspedia/status/1797931848103817639","1638290423293829121","customspedia"
"1797931583951024410","Tue Jun 04 10:01:08 +0000 2024","0","Kasus Gratifikasi Bea Cukai Irwan Mussry Bantah Transfer Rp 100 Juta ke Eko Darmanto https://t.co/D5VTJJQb2I #beritasatu #news #berita","1797931583951024410","","","in","Jakarta","0","0","0","https://x.com/Beritasatu/status/1797931583951024410","154102750","Beritasatu"
"1797918259540619727","Tue Jun 04 09:56:35 +0000 2024","4","@jek___ Hallo tapera beacukai","1797930440839639380","","jek___","in","kerjasamapocomnkg@gmail.com","0","2","0","https://x.com/mhdarieff_/status/1797930440839639380","1087056602178281473","mhdarieff_"
"1797927892225298939","Tue Jun 04 09:46:28 +0000 2024","0","Pajak bea cukai tambang dan sejenisnya eksistensinya merupakan area gampang cuan. Tetapi juga kausalitasnya berisiko dan rawan apalagi atas nama asosiasi kepercayaan seperti kertas putih sekali robek! Memerlukan waktu yang panjang/tentatif dalam mengembalikan kepercayaan.","1797927892225298939","","","in","Indonesia","1","0","0","https://x.com/alamteGarr/status/1797927892225298939","931942638","alamteGarr"
"1792426490023284868","Tue Jun 04 09:31:30 +0000 2024","0","@prasetyoseven Mas iki nek dikirim sko Australia mlebu beacukai keno pajak nggak? ","1797924127371858117","","prasetyoseven","in","Kudus - Bandung","0","1","0","https://x.com/JamilulLabib/status/1797924127371858117","262888174","JamilulLabib"
"1797924092374663465","Tue Jun 04 09:31:22 +0000 2024","2","READY UNCLOCK IMEI (3 BULAN: 250.000) (KEMENPERIN:750.000) (BEACUKAI:1.050.000) PENGERJAAN SANGAT FATS DAN BERGARANSI ORDER NOW⬇️⬇️ WA CEK DI PROFIL #jastipimei #unblockimei #imeibeacukai #beacukai #zonauang #zonajajan #ZonaBA https://t.co/jN5DcUWf0V","1797924092374663465","https://pbs.twimg.com/media/GPOCbfhboAA5hf4.jpg","","in","Sidoarjo,indonesia","0","0","1","https://x.com/HebelW10648/status/1797924092374663465","1762995359918239744","HebelW10648"
"1797922104501051854","Tue Jun 04 09:23:28 +0000 2024","0","OPEN UNLOCK IMEI BEACUKAI &amp; KEMENPRIN PERMANEN Paket 3 Bulan 150K Paket 6 Bulan 200K Paket 1 Tahun 300K Paket Beacukai Permanen 500K Paket Kemenprin Permanen 400k PROSES 1-2 JAM PEMBAYARAN SETELAH SELESAI UNLOCK. TERDAFTAR DI WEB #Trending #zonauang https://t.co/We7065SYp2","1797922104501051854","https://pbs.twimg.com/media/GPOAnwVbgAAhKOk.jpg","","in","EXPO","0","0","0","https://x.com/suardiman860/status/1797922104501051854","1634576203356205056","suardiman860"
"1797918350309511346","Tue Jun 04 09:08:33 +0000 2024","1","UNBLOCK IMEI (3 BULAN: 250.000) (KEMENPERIN:750.000) (BEACUKAI:900.000) PENGERJAAN SANGAT FATS DAN BERGARANSI ORDER NOW⬇️⬇️ https://t.co/iWsf2PuYnZ #jastipimei #unblockimei #unblokimei #unlockimei #imeibeacukai #beacukai #zonauang #zonajajan https://t.co/gIZwFC2Ebo","1797918350309511346","https://pbs.twimg.com/media/GPN9NgOb0AAJPj_.jpg","","in","Yogyakarta, Indonesia","0","0","0","https://x.com/intanunlockimei/status/1797918350309511346","773469846008762368","intanunlockimei"
"1797916847188390248","Tue Jun 04 09:02:34 +0000 2024","0","Bea Cukai Perkuat Pemahaman Dan Pengawasan Melalui Edukasi Dan Teknologi Berita selengkapnya di https://t.co/h15hHzhW2m #sfconsulting #sfgroup #pajakuntukkita #kanwilbeacukai #konsultan #pajak #legal #customs #transferpricing #compliance https://t.co/iEF7XvTXvf","1797916847188390248","https://pbs.twimg.com/media/GPN7ygeacAA3T1V.jpg","","in","Setia Budi, Indonesia","0","0","0","https://x.com/consulting_sf/status/1797916847188390248","938977649182908416","consulting_sf"
"1797908972462387695","Tue Jun 04 08:59:46 +0000 2024","0","@biasmemilihaku Huawei sih sama Xiaomi Honor juga lumayan.. disini banyak model yang gak dijual di pasar internasional. Tapi ya gitu.. kalau beli disini belum tentu bisa convert ke OS global dan kena bea cukai tai itulah..","1797916140368523564","","biasmemilihaku","in","","0","1","0","https://x.com/seoiicon/status/1797916140368523564","1676157655579258881","seoiicon"
"1797304045272789307","Tue Jun 04 08:59:16 +0000 2024","0","@medyrenaldy_ Makan ini perlu di cek beacukai dulu ga bang?","1797916015038496926","","medyrenaldy_","in","Garasi Polda Jatim","0","0","0","https://x.com/nov_rzl/status/1797916015038496926","546066348","nov_rzl"
